id,sexo,edad,edad_r,hab,prov,ccaa,hijos,edu,cs,p1,p2,p3,p4,p5_1,p5_2,p5_3,p5_4,p5_5,p5_6,p6,p7,p8,p9_1,p9_2,p9_3,p9_4,p9_5,p9_6,p9_7,p10_1,p10_2,p10_3,p10_4,p10_5,p10_6,p10_7,p10_8,p10_9,p10_10,p10_11,p10_12,p11,p12,p13,p14,p15_1,p15_2,p15_3,p15_4,p15_5,p15_6,p15_7,p15_8,p15_9,p15_10,p15_11,p15_12,p16,p17_1,p17_2,p17_3,p17_4,p17_5,p17_6,p17_7,p17_8,p17_9,p18_1,p18_2,p18_3,p18_4,p18_5,p18_6,p19_1,p19_2,p19_3,p19_4,p19_5,p19_6,p20_1,p20_2,p20_3,p20_4,p20_5,p20_6,p20_7,p21_1,p21_2,p21_3,p21_4,p21_5,p21_6,p21_7,p22_1,p22_2,p22_3,p22_4,p22_5,p22_6,p22_7,p23_1,p23_2,p23_3,p23_4,p23_5,p23_6,p24_1,p24_2,p24_3,p25,gen_r,gen_sex,hab_r,clase_social_r,situacion_laboral_r,educacion_r,ponde
1484,Mujer,45,45-54,100.001 - 500.000,"Palmas, Las",Canarias,"Sí, con uno/a de 9 a 12 años",Tercer Grado  1º Ciclo Equivalente a Ingeniero técnico 3 años Escuelas universitarias Ingenieros técnicos Arquitecto,B,Ahorro/se ahorra un poco de dinero cada mes,"10 Con toda seguridad, iría a votar",Podemos,Podemos,5,0 No le votaría nunca,0 No le votaría nunca,5,6,0 No le votaría nunca,Sumar,Podemos,3,Mucho,Bastante,Bastante,Bastante,Bastante,Bastante,Mucho,,Progreso económico,,,,,,,,Criminalidad,,,30,Ha crecido,Son las adecuadas,Poca,,,,,Podcasts,Redes sociales,,,,,,,Bastante,Muy de acuerdo,Poco de acuerdo,Bastante de acuerdo,Poco de acuerdo,Bastante de acuerdo,Poco de acuerdo,Bastante de acuerdo,Poco de acuerdo,Bastante de acuerdo,Debería permitirse con limitaciones,Debería permitirse con limitaciones,Debería permitirse sin limitaciones,Debería permitirse con limitaciones,Debería permitirse con limitaciones,Debería permitirse con limitaciones,Debería permitirse con limitaciones,Debería permitirse con limitaciones,Debería permitirse con limitaciones,Debería permitirse con limitaciones,Debería permitirse con limitaciones,Debería permitirse con limitaciones,No,No,Sí,Sí,Sí,Sí,Sí,,,Positiva,Positiva,"Ni positiva, ni negativa",Positiva,Positiva,"Ni me gustaría, ni me disgustaría","Ni me gustaría, ni me disgustaría",,,,,,"Ni bien, ni mal","Ni bien, ni mal",Bien,"Ni bien, ni mal","Ni bien, ni mal",Bien,Muy bien,Bien,Muy bien,Ninguno de los anteriores,Generacion X,Mujer [Generacion X],Más de 10.000,Alta / Media Alta,Trabaja,"Tercer grado, primer ciclo",0.729196
1485,Mujer,58,55-64,10.001 - 20.000,Valencia/València,Comunitat Valenciana,"Sí, con uno/a de 18 años o más",Segundo Grado  2ª Ciclo FP Iº y IIº Bachiller superior BUP 3º y 4º de ESO COU PREU 1º y 2º Bachillerato hasta los,A1,Ahorro/se ahorra un poco de dinero cada mes,9,Sumar,Sumar,5,4,0 No le votaría nunca,8,5,0 No le votaría nunca,Sumar,Sumar,2,Poco,Poco,Poco,Poco,Poco,Poco,Poco,,,,Tolerancia,,,,,Sobrecarga de servicios y recursos públicos,,,,15,Se ha mantenido más o menos igual,No lo sé,Poca,,,,,,,,,,,Ninguno de los anteriores,,No lo sé,Muy de acuerdo,Poco de acuerdo,Bastante de acuerdo,Poco de acuerdo,No lo sé,No lo sé,Bastante de acuerdo,No lo sé,Muy de acuerdo,Debería permitirse sin limitaciones,Debería permitirse sin limitaciones,Debería permitirse sin limitaciones,Debería permitirse sin limitaciones,Debería permitirse sin limitaciones,Debería permitirse sin limitaciones,Debería permitirse sin limitaciones,Debería permitirse sin limitaciones,Debería permitirse sin limitaciones,Debería permitirse sin limitaciones,Debería permitirse sin limitaciones,Debería permitirse sin limitaciones,No,No,Sí,No,Sí,Sí,Sí,,,Muy positiva,,Muy positiva,Muy positiva,Muy positiva,"Ni me gustaría, ni me disgustaría","Ni me gustaría, ni me disgustaría",,"Ni me gustaría, ni me disgustaría",,,,"Ni bien, ni mal","Ni bien, ni mal",Muy bien,"Ni bien, ni mal","Ni bien, ni mal","Ni bien, ni mal",Muy bien,Muy bien,Muy bien,No lo sé,Generacion X,Mujer [Generacion X],Más de 10.000,Alta / Media Alta,Trabaja,"Segundo grado, segundo ciclo",1.059752
1486,Mujer,34,25-34,500.000+,Barcelona,Cataluña,No convivo con ningún/a hijo/a,Tercer Grado (Máster),A2,Llego/se llega justo a final de mes,7,Sumar,Sumar,7,1,0 No le votaría nunca,8,4,5,PSOE (Partido Socialista Obrero Español),Sumar,3,Bastante,Bastante,Mucho,Mucho,Bastante,Poco,Bastante,Diversidad cultural,,,Tolerancia,,,,,,,,,20,Ha crecido,Son las adecuadas,Bastante,,,Periódicos,,,Redes sociales,,,,,,,Bastante,Bastante de acuerdo,Nada de acuerdo,Bastante de acuerdo,Poco de acuerdo,Bastante de acuerdo,Nada de acuerdo,Bastante de acuerdo,Nada de acuerdo,Bastante de acuerdo,Debería permitirse con limitaciones,Debería permitirse con limitaciones,Debería permitirse con limitaciones,Debería permitirse con limitaciones,Debería permitirse con limitaciones,Debería permitirse sin limitaciones,Debería permitirse sin limitaciones,Debería permitirse sin limitaciones,Debería permitirse sin limitaciones,Debería permitirse sin limitaciones,Debería permitirse sin limitaciones,Debería permitirse sin limitaciones,Sí,No,Sí,No,Sí,No,Sí,Positiva,,Positiva,,Positiva,,Muy negativa,,Me gustaría mucho,,Me gustaría mucho,,Me gustaría mucho,,Muy bien,Muy bien,Muy bien,Muy bien,Muy bien,Muy bien,Bien,Bien,Bien,Ninguno de los anteriores,Millennials,Mujer [Millennials],Más de 10.000,Alta / Media Alta,Trabaja,"Tercer grado, segundo ciclo y más",0.751513
1487,Mujer,38,35-44,20.001 - 50.000,Barcelona,Cataluña,"Sí, con uno/a de 0 a 8 años",Segundo Grado  2ª Ciclo FP Iº y IIº Bachiller superior BUP 3º y 4º de ESO COU PREU 1º y 2º Bachillerato hasta los,C,Llego/se llega justo a final de mes,No lo sé,Vox,Ninguno,0 No le votaría nunca,No lo sé,No lo sé,0 No le votaría nunca,0 No le votaría nunca,0 No le votaría nunca,Vox,Vox,No lo sé,Mucho,Bastante,Bastante,Bastante,Mucho,Poco,Mucho,,,,,,,Inseguridad,,,,,Conflictividad social,999,Ha crecido,Son demasiadas,Bastante,Televisión,,Periódicos,,,,,,,,,,Bastante,Poco de acuerdo,Bastante de acuerdo,Poco de acuerdo,Muy de acuerdo,Poco de acuerdo,Muy de acuerdo,Poco de acuerdo,Bastante de acuerdo,Bastante de acuerdo,Debería permitirse con limitaciones,Debería permitirse con limitaciones,Debería permitirse con limitaciones,Debería permitirse con limitaciones,Debería permitirse con limitaciones,Debería permitirse con limitaciones,Debería permitirse con limitaciones,Debería permitirse con limitaciones,Debería permitirse con limitaciones,Debería permitirse con limitaciones,Debería permitirse con limitaciones,Debería permitirse con limitaciones,No,No,Sí,Sí,Sí,Sí,Sí,,,Positiva,"Ni positiva, ni negativa",Positiva,Positiva,Positiva,"Ni me gustaría, ni me disgustaría","Ni me gustaría, ni me disgustaría",,,,,,"Ni bien, ni mal","Ni bien, ni mal","Ni bien, ni mal","Ni bien, ni mal","Ni bien, ni mal","Ni bien, ni mal",Regular,Regular,Bien,Vox,Millennials,Mujer [Millennials],Más de 10.000,Media,Trabaja,"Segundo grado, segundo ciclo",0.798418
1488,Mujer,65,65+,20.001 - 50.000,Castellón/Castelló,Comunitat Valenciana,No convivo con ningún/a hijo/a,"Segundo Grado - 1º Ciclo (Graduado escolar, o EGB 2ª etapa, o 1º y 2º de ESO, hasta los 14 años)",C,He tenido/se ha tenido que echar mano del ahorro,"10 Con toda seguridad, iría a votar",PSOE (Partido Socialista Obrero Español),PSOE (Partido Socialista Obrero Español),10 Le votaría siempre,0 No le votaría nunca,0 No le votaría nunca,5,5,0 No le votaría nunca,PSOE (Partido Socialista Obrero Español),No voté,2,Mucho,Bastante,Bastante,Bastante,Bastante,Bastante,Mucho,,,,,,,,,Sobrecarga de servicios y recursos públicos,,,Conflictividad social,999,Ha crecido,Son demasiadas,Poca,Televisión,,,,,,,,,,,,Poca,Bastante de acuerdo,Poco de acuerdo,No lo sé,Bastante de acuerdo,Nada de acuerdo,Bastante de acuerdo,No lo sé,Bastante de acuerdo,Bastante de acuerdo,Debería permitirse con limitaciones,Debería permitirse con limitaciones,Debería permitirse con limitaciones,Debería permitirse con limitaciones,No lo sé,Debería permitirse con limitaciones,No lo sé,No lo sé,No lo sé,No lo sé,No lo sé,No lo sé,No,No,Sí,No,Sí,Sí,Sí,,,"Ni positiva, ni negativa",,"Ni positiva, ni negativa","Ni positiva, ni negativa","Ni positiva, ni negativa",No lo sé,No lo sé,,No lo sé,,,,"Ni bien, ni mal",Bien,Muy bien,"Ni bien, ni mal","Ni bien, ni mal","Ni bien, ni mal",Regular,Regular,Regular,PSOE,Baby Boomers - Silent Generation,Mujer [Baby Boomers - Silent Generation],Más de 10.000,Media,Trabajo del hogar no remunerado,"Segundo grado, primer ciclo y menos",1.238102
1489,Mujer,37,35-44,10.001 - 20.000,Barcelona,Cataluña,"Sí, con uno/a de 0 a 8 años","Licenciatura, Grado - 2º Ciclo (Universitarios, Licenciados superiores, Facultades, Escuelas técnicas superiores, etc.",A2,Ahorro/se ahorra un poco de dinero cada mes,7,JxCAT – Junts (Junts per Catalunya – Junts),PSOE (Partido Socialista Obrero Español),6,5,0 No le votaría nunca,3,2,3,JxCAT – Junts (Junts per Catalunya – Junts),Junts-UE (Junts i Lliures per Europa),5,Nada,Mucho,Bastante,Bastante,Mucho,Poco,Mucho,,,,,,,Inseguridad,,,Criminalidad,,,15,Ha crecido,Son demasiadas,Bastante,Televisión,,,,,Redes sociales,,,,,,,Poca,Bastante de acuerdo,Poco de acuerdo,Poco de acuerdo,Muy de acuerdo,Poco de acuerdo,Muy de acuerdo,Poco de acuerdo,Muy de acuerdo,Poco de acuerdo,Debería permitirse con limitaciones,Debería permitirse con limitaciones,Debería permitirse con limitaciones,Debería permitirse con limitaciones,Debería permitirse con limitaciones,Debería permitirse con limitaciones,Debería permitirse con limitaciones,Debería permitirse con limitaciones,Debería permitirse con limitaciones,Debería permitirse con limitaciones,Debería permitirse con limitaciones,Debería permitirse con limitaciones,No,No,No,No,Sí,Sí,No,,,,,"Ni positiva, ni negativa","Ni positiva, ni negativa",,"Ni me gustaría, ni me disgustaría","Ni me gustaría, ni me disgustaría","Ni me gustaría, ni me disgustaría","Ni me gustaría, ni me disgustaría",,,"Ni me gustaría, ni me disgustaría",Mal,Mal,Bien,Muy mal,Mal,"Ni bien, ni mal",Regular,Regular,Regular,Vox,Millennials,Mujer [Millennials],Más de 10.000,Alta / Media Alta,Trabaja,"Tercer grado, segundo ciclo y más",0.811888
1490,Mujer,41,35-44,< 10.000,"Balears, Illes","Balears, Illes",No convivo con ningún/a hijo/a,Segundo Grado  2ª Ciclo FP Iº y IIº Bachiller superior BUP 3º y 4º de ESO COU PREU 1º y 2º Bachillerato hasta los,C,Ahorro/se ahorra un poco de dinero cada mes,"10 Con toda seguridad, iría a votar",PP (Partido Popular),PP (Partido Popular),0 No le votaría nunca,10 Le votaría siempre,5,0 No le votaría nunca,0 No le votaría nunca,0 No le votaría nunca,PP (Partido Popular),PP (Partido Popular),5,Mucho,Mucho,Bastante,Bastante,Bastante,Bastante,Bastante,,,,,,,,,Sobrecarga de servicios y recursos públicos,,,Conflictividad social,65,Ha crecido,Son demasiadas,Bastante,Televisión,Radio,,,,,,,,,,,Bastante,Bastante de acuerdo,Poco de acuerdo,Poco de acuerdo,Muy de acuerdo,Poco de acuerdo,Muy de acuerdo,Poco de acuerdo,Bastante de acuerdo,Bastante de acuerdo,Debería permitirse con limitaciones,Debería permitirse con limitaciones,Debería permitirse sin limitaciones,Debería permitirse sin limitaciones,Debería permitirse con limitaciones,Debería permitirse con limitaciones,Debería permitirse con limitaciones,Debería permitirse con limitaciones,Debería permitirse sin limitaciones,No debería permitirse,Debería permitirse con limitaciones,Debería permitirse con limitaciones,No,No,Sí,Sí,Sí,Sí,Sí,,,"Ni positiva, ni negativa",Positiva,"Ni positiva, ni negativa","Ni positiva, ni negativa","Ni positiva, ni negativa","Ni me gustaría, ni me disgustaría","Ni me gustaría, ni me disgustaría",,,,,,Bien,Bien,Bien,"Ni bien, ni mal",Bien,Bien,Regular,Bien,Regular,No lo sé,Millennials,Mujer [Millennials],Menos de 10.000,Media,Trabaja,"Segundo grado, segundo ciclo",0.79154
1491,Hombre,48,45-54,20.001 - 50.000,Cantabria,Cantabria,"Sí, con uno/a de 0 a 8 años",Tercer Grado  1º Ciclo Equivalente a Ingeniero técnico 3 años Escuelas universitarias Ingenieros técnicos Arquitecto,C,Ahorro/se ahorra un poco de dinero cada mes,"10 Con toda seguridad, iría a votar",PSOE (Partido Socialista Obrero Español),PSOE (Partido Socialista Obrero Español),10 Le votaría siempre,0 No le votaría nunca,0 No le votaría nunca,0 No le votaría nunca,0 No le votaría nunca,0 No le votaría nunca,PSOE (Partido Socialista Obrero Español),PSOE (Partido Socialista Obrero Español),3,Mucho,Mucho,Mucho,Mucho,Mucho,Mucho,Mucho,Diversidad cultural,,,Tolerancia,,,,,,,,,999,Ha crecido,Son demasiadas pocas,Bastante,,Radio,Periódicos,,,,,,,,,,Bastante,Muy de acuerdo,Poco de acuerdo,Poco de acuerdo,Poco de acuerdo,Muy de acuerdo,Poco de acuerdo,Muy de acuerdo,Bastante de acuerdo,Muy de acuerdo,Debería permitirse con limitaciones,Debería permitirse sin limitaciones,Debería permitirse sin limitaciones,Debería permitirse sin limitaciones,Debería permitirse con limitaciones,Debería permitirse sin limitaciones,Debería permitirse sin limitaciones,Debería permitirse sin limitaciones,Debería permitirse sin limitaciones,Debería permitirse sin limitaciones,Debería permitirse sin limitaciones,Debería permitirse sin limitaciones,No,No,Sí,Sí,Sí,Sí,Sí,,,Positiva,Positiva,Positiva,Positiva,Positiva,"Ni me gustaría, ni me disgustaría","Ni me gustaría, ni me disgustaría",,,,,,"Ni bien, ni mal","Ni bien, ni mal","Ni bien, ni mal","Ni bien, ni mal","Ni bien, ni mal","Ni bien, ni mal",Muy bien,Muy bien,Muy bien,PSOE,Generacion X,Hombre [Generacion X],Más de 10.000,Media,Trabaja,"Tercer grado, primer ciclo",0.715521
1492,Hombre,50,45-54,100.001 - 500.000,Valladolid,Castilla y León,"Sí, con uno/a de 18 años o más",Segundo Grado  2ª Ciclo FP Iº y IIº Bachiller superior BUP 3º y 4º de ESO COU PREU 1º y 2º Bachillerato hasta los,A2,Ahorro/se ahorra un poco de dinero cada mes,"10 Con toda seguridad, iría a votar",PP (Partido Popular),PP (Partido Popular),0 No le votaría nunca,8,5,0 No le votaría nunca,0 No le votaría nunca,5,PP (Partido Popular),PP (Partido Popular),7,Poco,Nada,Nada,Nada,Nada,Nada,Poco,,,,,,,,Desempleo,Sobrecarga de servicios y recursos públicos,,,,999,Ha crecido,Son demasiadas,Bastante,Televisión,,Periódicos,,,,,,,,,,Poca,Poco de acuerdo,Bastante de acuerdo,Poco de acuerdo,Bastante de acuerdo,Poco de acuerdo,Bastante de acuerdo,Poco de acuerdo,Bastante de acuerdo,Poco de acuerdo,Debería permitirse con limitaciones,Debería permitirse con limitaciones,Debería permitirse con limitaciones,Debería permitirse con limitaciones,Debería permitirse con limitaciones,Debería permitirse con limitaciones,Debería permitirse con limitaciones,Debería permitirse con limitaciones,Debería permitirse con limitaciones,No debería permitirse,Debería permitirse con limitaciones,Debería permitirse con limitaciones,No,No,No,Sí,Sí,Sí,Sí,,,,Muy negativa,Muy negativa,Muy negativa,Muy negativa,"Ni me gustaría, ni me disgustaría","Ni me gustaría, ni me disgustaría","Ni me gustaría, ni me disgustaría",,,,,Bien,Bien,Bien,Bien,Bien,Bien,Bien,Bien,Bien,PP,Generacion X,Hombre [Generacion X],Más de 10.000,Alta / Media Alta,Trabaja,"Segundo grado, segundo ciclo",0.73909
1493,Hombre,30,25-34,50.001 - 100.000,Barcelona,Cataluña,"Sí, con uno/a de 9 a 12 años",Segundo Grado  2ª Ciclo FP Iº y IIº Bachiller superior BUP 3º y 4º de ESO COU PREU 1º y 2º Bachillerato hasta los,A1,Llego/se llega justo a final de mes,9,CUP – PR (Candidatura D’Unitat Popular – Per la Ruptura),CUP – PR (Candidatura D’Unitat Popular – Per la Ruptura),2,0 No le votaría nunca,0 No le votaría nunca,5,5,0 No le votaría nunca,ERC (Esquerra Republicana de Catalunya),"Ahora Repúblicas (ERC, EH Bildu, BNG, Ara Més)",1,Mucho,Mucho,Mucho,Bastante,Mucho,Bastante,Mucho,,,,,,,Inseguridad,,,Criminalidad,,,10,Ha crecido,Son demasiadas,Poca,Televisión,,,,,,,Blogs y foros,,,,,Bastante,Muy de acuerdo,Poco de acuerdo,Nada de acuerdo,Muy de acuerdo,Nada de acuerdo,Muy de acuerdo,Poco de acuerdo,Muy de acuerdo,Bastante de acuerdo,No debería permitirse,No debería permitirse,No debería permitirse,No debería permitirse,No debería permitirse,No debería permitirse,No debería permitirse,No debería permitirse,Debería permitirse sin limitaciones,No debería permitirse,No debería permitirse,No debería permitirse,No,No,No,Sí,Sí,No,Sí,,,,"Ni positiva, ni negativa",Negativa,,"Ni positiva, ni negativa",No me gustaría nada,No me gustaría nada,No me gustaría nada,,,No me gustaría nada,,Muy mal,Muy mal,"Ni bien, ni mal",Muy mal,Muy mal,Muy mal,Mal,Mal,Mal,Ninguno de los anteriores,Millennials,Hombre [Millennials],Más de 10.000,Alta / Media Alta,Trabaja,"Segundo grado, segundo ciclo",1.187193
1494,Hombre,42,35-44,< 10.000,Guadalajara,Castilla - La Mancha,"Sí, con uno/a de 9 a 12 años",Segundo Grado  2ª Ciclo FP Iº y IIº Bachiller superior BUP 3º y 4º de ESO COU PREU 1º y 2º Bachillerato hasta los,A2,Llego/se llega justo a final de mes,"10 Con toda seguridad, iría a votar",Podemos,Podemos,8,0 No le votaría nunca,5,5,10 Le votaría siempre,0 No le votaría nunca,PSOE (Partido Socialista Obrero Español),Se acabó la fiesta (Candidatura de Alvise Pérez),5,Mucho,Bastante,Bastante,Bastante,Bastante,Mucho,Bastante,,,,,,,,,Sobrecarga de servicios y recursos públicos,,,Conflictividad social,999,Ha crecido,No lo sé,Poca,Televisión,,,,,Redes sociales,,,,,,,Bastante,Bastante de acuerdo,Poco de acuerdo,Bastante de acuerdo,Bastante de acuerdo,Bastante de acuerdo,Poco de acuerdo,Bastante de acuerdo,Bastante de acuerdo,Bastante de acuerdo,Debería permitirse con limitaciones,Debería permitirse con limitaciones,Debería permitirse con limitaciones,Debería permitirse con limitaciones,Debería permitirse con limitaciones,Debería permitirse con limitaciones,Debería permitirse con limitaciones,Debería permitirse con limitaciones,Debería permitirse con limitaciones,Debería permitirse con limitaciones,Debería permitirse con limitaciones,Debería permitirse con limitaciones,No,No,Sí,Sí,Sí,Sí,Sí,,,"Ni positiva, ni negativa","Ni positiva, ni negativa","Ni positiva, ni negativa","Ni positiva, ni negativa","Ni positiva, ni negativa",No lo sé,No lo sé,,,,,,"Ni bien, ni mal","Ni bien, ni mal","Ni bien, ni mal","Ni bien, ni mal","Ni bien, ni mal","Ni bien, ni mal",Bien,Bien,Bien,Vox,Millennials,Hombre [Millennials],Menos de 10.000,Alta / Media Alta,Trabaja,"Segundo grado, segundo ciclo",0.8671
1495,Hombre,54,45-54,10.001 - 20.000,Ciudad Real,Castilla - La Mancha,"Sí, con uno/a de 9 a 12 años",Tercer Grado  1º Ciclo Equivalente a Ingeniero técnico 3 años Escuelas universitarias Ingenieros técnicos Arquitecto,C,Ahorro/se ahorra un poco de dinero cada mes,"10 Con toda seguridad, iría a votar",PSOE (Partido Socialista Obrero Español),PSOE (Partido Socialista Obrero Español),10 Le votaría siempre,0 No le votaría nunca,0 No le votaría nunca,5,0 No le votaría nunca,0 No le votaría nunca,PSOE (Partido Socialista Obrero Español),PSOE (Partido Socialista Obrero Español),3,Mucho,Mucho,Mucho,Mucho,Bastante,Bastante,Mucho,,,,,,,Inseguridad,Desempleo,,,,,33,Ha crecido,Son demasiadas,Poca,Televisión,Radio,,,,,,,,,,,Poca,Muy de acuerdo,Bastante de acuerdo,Nada de acuerdo,Muy de acuerdo,Nada de acuerdo,Muy de acuerdo,Poco de acuerdo,Bastante de acuerdo,Muy de acuerdo,No lo sé,No lo sé,Debería permitirse con limitaciones,Debería permitirse con limitaciones,No debería permitirse,Debería permitirse con limitaciones,No debería permitirse,No debería permitirse,Debería permitirse sin limitaciones,No debería permitirse,No debería permitirse,No debería permitirse,No,Sí,Sí,Sí,Sí,No,Sí,,"Ni positiva, ni negativa","Ni positiva, ni negativa","Ni positiva, ni negativa","Ni positiva, ni negativa",,"Ni positiva, ni negativa","Ni me gustaría, ni me disgustaría",,,,,"Ni me gustaría, ni me disgustaría",,"Ni bien, ni mal","Ni bien, ni mal",Muy bien,"Ni bien, ni mal","Ni bien, ni mal","Ni bien, ni mal",Regular,Regular,Regular,PSOE,Generacion X,Hombre [Generacion X],Más de 10.000,Media,Trabaja,"Tercer grado, primer ciclo",0.96608
1496,Hombre,29,25-34,100.001 - 500.000,Cádiz,Andalucía,No convivo con ningún/a hijo/a,Segundo Grado  2ª Ciclo FP Iº y IIº Bachiller superior BUP 3º y 4º de ESO COU PREU 1º y 2º Bachillerato hasta los,B,He tenido/se ha tenido que contraer deuda,"0 Con toda seguridad, no iría a votar",No lo sé,PSOE (Partido Socialista Obrero Español),8,0 No le votaría nunca,0 No le votaría nunca,8,7,0 No le votaría nunca,No voté,No voté,1,Mucho,Mucho,Mucho,Mucho,Mucho,Mucho,Mucho,,,,,,,,,,Criminalidad,,Conflictividad social,100,Ha crecido,Son demasiadas,Mucha,Televisión,,,,Podcasts,,,,,,,,Bastante,Poco de acuerdo,Bastante de acuerdo,Poco de acuerdo,Muy de acuerdo,Nada de acuerdo,Muy de acuerdo,Nada de acuerdo,Muy de acuerdo,Poco de acuerdo,Debería permitirse con limitaciones,Debería permitirse con limitaciones,Debería permitirse con limitaciones,Debería permitirse con limitaciones,Debería permitirse con limitaciones,Debería permitirse con limitaciones,Debería permitirse con limitaciones,Debería permitirse con limitaciones,Debería permitirse con limitaciones,Debería permitirse con limitaciones,Debería permitirse con limitaciones,Debería permitirse con limitaciones,No,No,No,No,Sí,No,No,,,,,Muy negativa,,,No me gustaría nada,No me gustaría nada,No me gustaría nada,No me gustaría nada,,No me gustaría nada,No me gustaría nada,"Ni bien, ni mal","Ni bien, ni mal","Ni bien, ni mal","Ni bien, ni mal","Ni bien, ni mal","Ni bien, ni mal",Regular,Mal,Regular,Ninguno de los anteriores,Millennials,Hombre [Millennials],Más de 10.000,Alta / Media Alta,Trabaja,"Segundo grado, segundo ciclo",1.082741
1497,Hombre,56,55-64,20.001 - 50.000,Asturias,"Asturias, Principado de",No convivo con ningún/a hijo/a,Tercer Grado (Máster),E1,He tenido/se ha tenido que contraer deuda,7,No lo sé,PP (Partido Popular),3,4,2,1,1,0 No le votaría nunca,Prefiero no contestar,PP (Partido Popular),5,Mucho,Mucho,Bastante,Mucho,Poco,Bastante,Bastante,,,,,,Crecimiento demográfico,,,Sobrecarga de servicios y recursos públicos,,,,20,Ha crecido,Son las adecuadas,Poca,,Radio,Periódicos,,,,,,,,,,Bastante,Poco de acuerdo,Poco de acuerdo,Bastante de acuerdo,Bastante de acuerdo,Bastante de acuerdo,Bastante de acuerdo,Bastante de acuerdo,Poco de acuerdo,Bastante de acuerdo,Debería permitirse con limitaciones,Debería permitirse con limitaciones,Debería permitirse sin limitaciones,Debería permitirse sin limitaciones,Debería permitirse con limitaciones,Debería permitirse sin limitaciones,Debería permitirse con limitaciones,Debería permitirse con limitaciones,Debería permitirse con limitaciones,Debería permitirse con limitaciones,Debería permitirse con limitaciones,Debería permitirse con limitaciones,Sí,Sí,Sí,No lo sé,Sí,No,Sí,Muy positiva,Positiva,Positiva,,"Ni positiva, ni negativa",,"Ni positiva, ni negativa",,,,"Ni me gustaría, ni me disgustaría",,Me gustaría,,Bien,"Ni bien, ni mal","Ni bien, ni mal","Ni bien, ni mal","Ni bien, ni mal","Ni bien, ni mal",Regular,Bien,Muy bien,PP,Generacion X,Hombre [Generacion X],Más de 10.000,Media baja / Baja,Parado,"Tercer grado, segundo ciclo y más",0.842379
1498,Hombre,33,25-34,10.001 - 20.000,"Balears, Illes","Balears, Illes",No convivo con ningún/a hijo/a,"Licenciatura, Grado - 2º Ciclo (Universitarios, Licenciados superiores, Facultades, Escuelas técnicas superiores, etc.",B,Ahorro/se ahorra un poco de dinero cada mes,"10 Con toda seguridad, iría a votar",Podemos,Podemos,6,0 No le votaría nunca,0 No le votaría nunca,10 Le votaría siempre,10 Le votaría siempre,0 No le votaría nunca,Sumar,"Ahora Repúblicas (ERC, EH Bildu, BNG, Ara Més)",1,Mucho,Poco,Bastante,Bastante,Nada,Bastante,Bastante,Diversidad cultural,,,,,,,,,,Pérdida de identidad cultural,,30,Ha crecido,Son las adecuadas,Bastante,,,,,Podcasts,Redes sociales,,,,,,,Mucha,Muy de acuerdo,Poco de acuerdo,Muy de acuerdo,Bastante de acuerdo,Bastante de acuerdo,Poco de acuerdo,Muy de acuerdo,Bastante de acuerdo,Muy de acuerdo,Debería permitirse con limitaciones,Debería permitirse con limitaciones,Debería permitirse con limitaciones,Debería permitirse sin limitaciones,Debería permitirse con limitaciones,Debería permitirse con limitaciones,Debería permitirse con limitaciones,Debería permitirse con limitaciones,Debería permitirse con limitaciones,Debería permitirse con limitaciones,Debería permitirse con limitaciones,Debería permitirse con limitaciones,No,Sí,Sí,No,Sí,Sí,Sí,,Positiva,Positiva,,Positiva,Positiva,Positiva,"Ni me gustaría, ni me disgustaría",,,"Ni me gustaría, ni me disgustaría",,,,"Ni bien, ni mal","Ni bien, ni mal","Ni bien, ni mal","Ni bien, ni mal","Ni bien, ni mal","Ni bien, ni mal",Bien,Bien,Muy bien,Podemos,Millennials,Hombre [Millennials],Más de 10.000,Alta / Media Alta,Trabaja,"Tercer grado, segundo ciclo y más",1.028427
